level,unit_id,unit_name,zone,terminal,ym,vessel_calls,cargo_mt,teu,avg_turnaround_hr,avg_waiting_hr,calls_waited_gt24h,berthed_lt6h_pct,avg_output_mt_per_berthday,occupancy_pct
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2026-08,1,48312,4026,20.0,4.0,0,100.0,72468,2.2
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2026-08,1,92376,7698,51.0,28.0,1,0.0,96392,3.1
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2026-08,3,258396,21533,37.7,16.3,0,0.0,96898,8.6
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2026-08,1,36984,3082,20.0,4.0,0,100.0,55476,2.2
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2026-08,1,48228,4019,28.0,6.0,0,100.0,52612,3.0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2026-08,1,59004,4917,22.0,8.0,0,0.0,101150,1.9
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2026-08,2,225936,18828,55.5,29.5,2,0.0,104278,7.0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2026-08,1,166320,13860,41.0,26.0,1,0.0,266112,2.0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2026-08,1,91764,7647,59.0,30.0,1,0.0,75943,3.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2026-08,1,34460,0,61.0,6.0,0,100.0,15037,7.4
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2026-08,2,98003,0,62.5,23.5,1,0.0,30155,10.5
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2026-08,1,53738,0,75.0,14.0,0,0.0,21143,8.2
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2026-08,2,10602,0,46.5,22.0,1,0.0,5193,6.6
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2026-08,2,471207,0,48.0,19.0,1,0.0,194982,7.8
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2026-08,2,227541,0,113.5,19.5,1,0.0,29048,25.3
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2026-08,1,132832,0,100.0,20.0,0,0.0,39850,10.8
